,Processed File Name,Group,Year,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data,Changes,Known Errors,Raw File Name,Recorder (Name),Last Updated Date,Process File Name QA Check,File Name ISO Code,Process File Name Existance Check,Source Check,License Check,License Source Check,Link to Source Data Check,Zip File Validity Check,Raw File Check Log,Break_Column,4e94d47a3ba9cf8ae4f2357b52ebf35b,be1e46d1293c10aa45474b270296f268,4e49a3fcc48f0d4eafb346b29d1da5ea
46,BEL_ADM0.zip,Belgium,2015.0,ADM 0,Statistics Belgium,,Open Data License: http://statbel.fgov.be/en/statistics/opendata/licence/,,,http://statbel.fgov.be/en/statistics/opendata/datasets/tools/big/SH_STAT_SECTORS.jsp,No,,scbel01012011_gen13_tcm327-275679.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,"Row(letters='', letters='')",|,,,
47,BEL_ADM1.zip,Belgium,2015.0,ADM 1,Statistics Belgium,,Open Data License: http://statbel.fgov.be/en/statistics/opendata/licence/,,,http://statbel.fgov.be/en/statistics/opendata/datasets/tools/big/SH_STAT_SECTORS.jsp,No,,scbel01012011_gen13_tcm327-275679.zip,,,,,This file does not exist.  File should be at /ADM0/XXX_YYY.zip.,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",Something is wrong with the zip file - it failed to unzip.,"Row(letters='The zip file failed to extract.', letters='')",|,"'The zip file failed to extract.', ",,
48,BEL_ADM2.zip,Belgium,2015.0,ADM 2,Statistics Belgium,,Open Data License: http://statbel.fgov.be/en/statistics/opendata/licence/,,,http://statbel.fgov.be/en/statistics/opendata/datasets/tools/big/SH_STAT_SECTORS.jsp,No,,scbel01012011_gen13_tcm327-275679.zip,,,,,This file does not exist.  File should be at /ADM0/XXX_YYY.zip.,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",Something is wrong with the zip file - it failed to unzip.,"Row(letters='The zip file failed to extract.', letters='')",|,"'The zip file failed to extract.', ",,
49,BLZ_ADM0.zip,Belize,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Belize_District.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
50,BLZ_ADM1.zip,Belize,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Belize_District.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
51,BLZ_ADM2.zip,Belize,2018.0,ADM 2,Adele Ramos,ArcGIS Online,No special restrictions or limitations (Direct Permission Granted),,,https://www.arcgis.com/home/item.html?id=43058799b9894955a4da87d19950d816,No,None,divisionsbelize2012.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
52,BEN_ADM0.zip,Benin,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Alibori.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
53,BEN_ADM1.zip,Benin,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Alibori.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
54,BEN_ADM2.zip,Benin,2015.0,ADM 2,Secondary Administrative Level Boundary (SALB) Project,United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (ROWCA),For humanitarian use only,,,https://data.humdata.org/dataset/benin-administrative-boundaries,Yes,,ben_admbnd2_1m_salb.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
55,BTN_ADM0.zip,Bhutan,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Bhutan.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
56,BTN_ADM1.zip,Bhutan,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Bhutan.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
57,BOL_ADM0.zip,Bolivia,2015.0,ADM 0,GeoBolivia,Derived from ADM3 layer,"Public Domain; ""free use and access to information""",,,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,,municipal.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
58,BOL_ADM1.zip,Bolivia,2015.0,ADM 1,GeoBolivia,Derived from ADM3 layer,"Public Domain; ""free use and access to information""",,,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,,municipal.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
59,BOL_ADM2.zip,Bolivia,2015.0,ADM 2,GeoBolivia,Derived from ADM3 layer,"Public Domain; ""free use and access to information""",,,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,,municipal.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
60,BOL_ADM3.zip,Bolivia,2015.0,ADM 3,GeoBolivia,,"Public Domain; ""free use and access to information""",,,https://geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,No,,municipal.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
61,BIH_ADM0.zip,Bosnia and Herzegovina,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
62,BIH_ADM1.zip,Bosnia and Herzegovina,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Brcko_district_of_Bosnia_and_Herzegowina.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
63,BIH_ADM2.zip,Bosnia and Herzegovina,2014.0,ADM 2,Codrina Maria Ille,Datahub,Creative Commons,,,https://old.datahub.io/dataset/bosnia-and-herzegovina-municipalities,No,Potentially outdated,bihmunicipalities.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
64,BWA_ADM0.zip,Botswana,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Central_District.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
65,BWA_ADM1.zip,Botswana,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,"Only includes 10 rural districts, missing 7 urban districts",exported_boundaries_Central_District.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
66,BWA_ADM2.zip,Botswana,2015.0,ADM2,RCMRD,,PD,,,http://geoportal.rcmrd.org/layers/servir%3Abotswana_adm2#more,No,ambiguity on how many subdistricts exist. RCMRD data is most reliable though.,botswana_adm2_rmx,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
67,BRA_ADM2.zip,Brazil,2017.0,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,Needs to be verified,exportBoundaries (3).zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",|,,"'There is a minor issue with this boundary - i.e., a river might cross somewhere it should not.  We can fix it automatically by using a buffer of 0 in shapely, but this message indicates you should look carefully at the file sometime soon.')",
68,BRA_ADM0.zip,Brazil,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Acre.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
69,BRA_ADM1.zip,Brazil,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Acre.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
70,BRN_ADM0.zip,Brunei Darussalam,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Belait.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
71,BRN_ADM1.zip,Brunei Darussalam,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Belait.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
72,BRN_ADM2.zip,Brunei Darussalam,2006.0,ADM 2,IFAD,,IFAD,,,,No,,,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
73,BGR_ADM0.zip,Bulgaria,2017.0,ADM 0,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Blagoevgrad.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
74,BGR_ADM1.zip,Bulgaria,2017.0,ADM 1,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,No,,exported_boundaries_Blagoevgrad.shp.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
75,BGR_ADM2.zip,Bulgaria,2017.0,ADM 2,OpenStreetMap,Wambacher (https://wambachers-osm.website/boundaries/),ODbL,,,,Yes,,Bulgaria_adm2_osm.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.","You must enter a data source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the data source.",,"Row(letters='', letters='')",|,,,
76,BFA_ADM0.zip,Burkina Faso,2017.0,ADM 0,"Second Administrative Level Boundaries Project (SALB), Institut Géographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organizations,,,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,No,,bfa_admbnda_adm1_1m_salb_itos.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
77,BFA_ADM1.zip,Burkina Faso,2017.0,ADM 1,"Second Administrative Level Boundaries Project (SALB), Institut Géographique du Burkina Faso (IGB)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for West and Central Africa (Regional Office for West and Central Africa (ROWCA)),Creative Commons Attribution for Intergovernmental Organizations,,,https://data.humdata.org/dataset/burkina-faso-administrative-boundaries,No,,bfa_admbnda_adm1_1m_salb_itos.zip,,,,,,,The license is not on the list of acceptable licenses.  Check the geolab.wm.edu/data geoBoundaries page for the most recent list of acceptable license types.  You may also use 'Other' and place the license details in the license details column.,"You must enter a license source. Further, the source must be a URL and that URL must work today. If there is no URL, for example if the website is down or it was personal communications, use the geoLab twitter via Slack to create a tweet with the appropriate screenshot, along with the message Thanks to _____ for making their data public!and use the URL to that tweet as the License Source.",,,"Row(letters='', letters='')",|,,,
